geo_point_2d;Numéro ID inspection;Nom de l'installation;Commune;Code Département;Code Postal;Code NAF;SIRET;Code Régime;Libellé Régime;Directive IPPC;Code Seveso;Statut Seveso;Code Famille;Libellé Famille;Fiche URL du site;Précision des coordonnées;Code INSEE;EPCI;Département;Région
49.6523048573,3.33338661585;51.49;TERIS SPECIALITES;BEAUTOR;02;2800;;33991721300086;S;Autorisation avec servitudes;Non soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=51&champEtablNumero=49;Coordonnées précises;02059;CA Chauny Tergnier la Fère;AISNE;HAUTS-DE-FRANCE
48.1158475227,6.53620774581;62.2064;COVERIGHT SURFACES FRANCE SNC (ex-Casco;ARCHES;88;88380;;39051714200027;A;Autorisation;Soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=62&champEtablNumero=2064;Adresse postale;88011;CA d'Épinal;VOSGES;GRAND EST
46.6755777318,-0.0608782706811;72.1681;MAXAM ATLANTIQUE;THENEZAY;79;79390;74.90B;42093309500028;S;Autorisation avec servitudes;Non soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=72&champEtablNumero=1681;Coordonnées précises;79120;CC de Parthenay-Gâtine;DEUX-SEVRES;NOUVELLE-AQUITAINE
48.5774716619,2.97290629791;65.1169;TOTAL Raffinage France;GRANDPUITS BAILLY CARROIS;77;77720;;542034921;S;Autorisation avec servitudes;Soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=65&champEtablNumero=1169;Centroïde Commune;77211;CC Brie Nangissienne;SEINE-ET-MARNE;ILE-DE-FRANCE
46.5785475997,5.43924475369;59.723;SPEICHIM PROCESSING S.A.;BEAUFORT;39;39190;20.14Z;38921885000060;A;Autorisation;Soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=59&champEtablNumero=723;Coordonnées précises;39043;CC Porte du Jura;JURA;BOURGOGNE-FRANCHE-COMTE
46.9689922593,0.173420801399;72.3125;TERRENA;LA ROCHE RIGAULT;86;86200;46.21Z;42970729201461;A;Autorisation;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=72&champEtablNumero=3125;Coordonnées précises;86079;CC du Pays Loudunais;VIENNE;NOUVELLE-AQUITAINE
48.249005194,0.316747964655;63.1171;SARREL;MAROLLES LES BRAULTS;72;72260;;59500504;A;Autorisation;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=63&champEtablNumero=1171;Coordonnées précises;72189;CC Maine Saosnois;SARTHE;PAYS DE LA LOIRE
51.0290347487,2.24863357319;70.794;VERSALIS FRANCE SAS Dunes (ex POLIMERI);DUNKERQUE;59;59279;;552146854;S;Autorisation avec servitudes;Soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=70&champEtablNumero=794;Coordonnées précises;59183;CU de Dunkerque;NORD;HAUTS-DE-FRANCE
48.8406113728,6.25247170659;62.282;SITA FRANCE DECHETS;JEANDELAINCOURT;54;54114;;43331348300177;S;Autorisation avec servitudes;Non soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=62&champEtablNumero=282;Coordonnées précises;54276;CC de Seille et Grand Couronné;MEURTHE-ET-MOSELLE;GRAND EST
49.1450019734,6.7141063319;62.7102;TPF;ST AVOLD;57;57500;20.16Z;42889111300063;A;Autorisation;Soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=62&champEtablNumero=7102;Coordonnées précises;57606;CA Saint-Avold Synergie;MOSELLE;GRAND EST
47.8489399503,2.73594266314;100.4183;CAPROGA;NOGENT SUR VERNISSON;45;45290;46.21Z;77560695700071;A;Autorisation;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=100&champEtablNumero=4183;Coordonnées précises;45229;CC Canaux et Forêts en Gâtinais;LOIRET;CENTRE-VAL DE LOIRE
51.0529961754,2.34196153486;70.3398;HYDROPALE;DUNKERQUE;59;59140;38.22Z;43403992100037;A;Autorisation;Soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=70&champEtablNumero=3398;Coordonnées précises;59183;CU de Dunkerque;NORD;HAUTS-DE-FRANCE
45.2697944097,6.37298473158;61.13353;LRF;ST JEAN DE MAURIENNE;73;73303;;96951094000501;S;Autorisation avec servitudes;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=61&champEtablNumero=13353;Adresse postale;73248;CC Coeur de Maurienne Arvan;SAVOIE;AUVERGNE-RHONE-ALPES
45.642120449,5.1241468241;61.3162;AIR PRODUCTS LIDA 1;ST QUENTIN FALLAVIER;38;38070;;5781521900209;A;Autorisation;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=61&champEtablNumero=3162;Adresse postale;38449;CA Porte de l'Isère (C.A.P.I);ISERE;AUVERGNE-RHONE-ALPES
43.4102262894,-0.636913360981;52.2609;TOTAL E&P France;LACQ;64;64170;06.10Z;40916013200026;;;Soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=52&champEtablNumero=2609;Coordonnées précises;64300;CC de Lacq-Orthez;PYRENEES-ATLANTIQUES;NOUVELLE-AQUITAINE
49.1034799178,1.46306927309;58.1773;INNOSPEC (ex GAMLEN INDUSTRIES);ST MARCEL;27;27950;;54203721300023;A;Autorisation;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=58&champEtablNumero=1773;Valeur Initiale;27562;CA Seine Normandie Agglomération;EURE;NORMANDIE
48.8728491745,2.6557297133;65.12368;EDF TAC;VAIRES SUR MARNE;77;77360;35.11Z;55208131785415;A;Autorisation;Soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=65&champEtablNumero=12368;Coordonnées précises;77479;CA Paris - Vallée de la Marne;SEINE-ET-MARNE;ILE-DE-FRANCE
48.0828287188,1.85494334684;100.1656;ND LOGISTICS;ARTENAY;45;45410;52.10B;37899289500714;S;Autorisation avec servitudes;Non soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=100&champEtablNumero=1656;Coordonnées précises;45008;CC de la Beauce Loirétaine;LOIRET;CENTRE-VAL DE LOIRE
48.9480583155,2.29586530223;74.3865;SITA REKEM;GENNEVILLIERS;92;92230;38.12Z;31730577900124;A;Autorisation;Soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=74&champEtablNumero=3865;Coordonnées précises;92036;Métropole du Grand Paris;HAUTS-DE-SEINE;ILE-DE-FRANCE
43.7057321142,1.40055436571;68.2432;TRIADIS SERVICES;ST ALBAN;31;31140;38.12Z;38454528100048;A;Autorisation;Soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=68&champEtablNumero=2432;Coordonnées précises;31467;Toulouse Métropole;HAUTE-GARONNE;OCCITANIE
45.9783659262,4.72279545067;61.3636;BAYER SAS;LIMAS;69;69400;;39913774400039;S;Autorisation avec servitudes;Non soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=61&champEtablNumero=3636;Coordonnées précises;69115;CA Villefranche Beaujolais Saône;RHONE;AUVERGNE-RHONE-ALPES
47.3435183891,1.92039719394;100.1789;MBDA France;SELLES ST DENIS;41;41300;30.30Z;37816847000060;S;Autorisation avec servitudes;Non soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=100&champEtablNumero=1789;Coordonnées précises;41241;CC de la Sologne des Rivières;LOIR-ET-CHER;CENTRE-VAL DE LOIRE
49.0399463596,2.13768103314;65.10432;SOL FRANCE (ex GAZ TECHNIQUES DE FRANCE);ST OUEN L AUMONE;95;95066;;31441531300079;A;Autorisation;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=65&champEtablNumero=10432;Coordonnées précises;95572;CA de Cergy-Pontoise;VAL-D'OISE;ILE-DE-FRANCE
43.1737549047,-0.604800525396;52.2494;Messier Bugatti Dowty;BIDOS;64;64400;30.30Z;71201953800081;S;Autorisation avec servitudes;Soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=52&champEtablNumero=2494;Centroïde Commune;64126;CC du Haut-Béarn;PYRENEES-ATLANTIQUES;NOUVELLE-AQUITAINE
47.8716534314,-0.506310989718;63.1051;APROCHIM SA;GREZ EN BOUERE;53;53290;;344984869;S;Autorisation avec servitudes;Soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=63&champEtablNumero=1051;Coordonnées précises;53110;CC du Pays de Meslay-Grez;MAYENNE;PAYS DE LA LOIRE
45.5677142342,-0.670256363809;51.1337;URANIE INTERNATIONAL SAS;LE MEUX;60;60880;25.61Z;33752072000034;A;Autorisation;Soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=51&champEtablNumero=1337;Adresse postale;17172;CC de Gémozac et de la Saintonge Viticole;CHARENTE-MARITIME;NOUVELLE-AQUITAINE
45.5730153604,4.93060077847;61.3258;ESSO SOCIETE ANONYME FRANCAISE;VILLETTE DE VIENNE;38;38200;19.20Z;54201005312078;A;Autorisation;Non soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=61&champEtablNumero=3258;Coordonnées précises;38558;CA Vienne Condrieu;ISERE;AUVERGNE-RHONE-ALPES
49.2840017236,2.50565171552;51.1668;ARKEMA;VILLERS ST PAUL;60;60870;;34899984800016;S;Autorisation avec servitudes;Soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=51&champEtablNumero=1668;Coordonnées précises;60684;CA Creil Sud Oise;OISE;HAUTS-DE-FRANCE
43.700143823,1.39693928084;68.2431;TOTALGAZ;FENOUILLET;31;31150;19.20Z;58201896600249;S;Autorisation avec servitudes;Non soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=68&champEtablNumero=2431;Coordonnées précises;31182;Toulouse Métropole;HAUTE-GARONNE;OCCITANIE
45.3603149159,4.79583217211;61.8774;RHODIA OPERATIONS;ROUSSILLON;38;38150;20.13B;62203708300145;S;Autorisation avec servitudes;Non soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=61&champEtablNumero=8774;Coordonnées précises;38344;CC Entre Bièvre et Rhône;ISERE;AUVERGNE-RHONE-ALPES
46.1538563657,0.229486497156;72.3043;CENTRE OUEST CEREALES;ST PIERRE D EXIDEUIL;86;86400;46.21Z;78150432900215;A;Autorisation;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=72&champEtablNumero=3043;Coordonnées précises;86247;CC du Civraisien en Poitou;VIENNE;NOUVELLE-AQUITAINE
49.05992649,2.1214766664;65.6115;FINANCIERE LOGIMMO ET DEVELOPPEMENT;ST OUEN L AUMONE;95;95066;;542063177631;A;Autorisation;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=65&champEtablNumero=6115;Coordonnées précises;95572;CA de Cergy-Pontoise;VAL-D'OISE;ILE-DE-FRANCE
49.49670634,0.184853051882;58.365;SEPP;LE HAVRE;76;76600;52.10B;36950048300010;A;Autorisation;Non soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=58&champEtablNumero=365;Adresse postale;76351;CU Le Havre Seine Métropole;SEINE-MARITIME;NORMANDIE
50.3968134587,2.92767156738;70.789;POLYNT COMPOSITES FRANCE;DROCOURT;62;62320;20.16Z;34086935300029;A;Autorisation;Soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=70&champEtablNumero=789;Coordonnées précises;62277;CA d'Hénin-Carvin;PAS-DE-CALAIS;HAUTS-DE-FRANCE
48.1964108371,1.95827392942;100.451;SOCIETE VERMANDOISE INDUSTRIES;TOURY;28;28310;10.81Z;80562017600018;A;Autorisation;Soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=100&champEtablNumero=451;Coordonnées précises;45240;CC de la Plaine du Nord Loiret;LOIRET;CENTRE-VAL DE LOIRE
48.274798539,1.61608586024;100.384;SCAEL;VOVES;28;28150;70.10Z;77557501200015;A;Autorisation;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=100&champEtablNumero=384;Coordonnées précises;28422;CC Coeur de Beauce;EURE-ET-LOIR;CENTRE-VAL DE LOIRE
50.304739765,3.42808592196;70.507;ANTARGAZ;THIANT;59;59224;46.71Z;57212604300148;S;Autorisation avec servitudes;Non soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=70&champEtablNumero=507;Coordonnées précises;59589;CA de la Porte du Hainaut;NORD;HAUTS-DE-FRANCE
43.9074013548,4.71425452617;66.43;Société EXPANSIA;ARAMON;30;30390;;63205478900045;A;Autorisation;Soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=66&champEtablNumero=430;Coordonnées précises;30012;CC du Pont du Gard;GARD;OCCITANIE
46.3154402537,3.3088086374;56.2235;VAL'LIMAGNE.COOP;ST POURCAIN SUR SIOULE;03;3500;46.21Z;51317581000011;;;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=56&champEtablNumero=2235;Coordonnées précises;03254;CC Saint-Pourçain Sioule Limagne;ALLIER;AUVERGNE-RHONE-ALPES
45.8414059789,5.06592096065;61.2081;HEXCEL COMPOSITES SA;DAGNEUX;01;1120;13.96Z;41028670200023;A;Autorisation;Soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=61&champEtablNumero=2081;Coordonnées précises;01142;CC de la Côtière à Montluel;AIN;AUVERGNE-RHONE-ALPES
45.8393782004,5.27329491529;61.2272;TREDI;ST VULBAS;01;1150;38.22Z;33818576200162;S;Autorisation avec servitudes;Soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=61&champEtablNumero=2272;Coordonnées précises;01390;CC de la Plaine de l'Ain;AIN;AUVERGNE-RHONE-ALPES
48.8456460223,2.78831467127;65.1681;AUVALIS;SERRIS;77;77700;;;A;Autorisation;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=65&champEtablNumero=16810;Centroïde Commune;77449;CA Val d'Europe Agglomération;SEINE-ET-MARNE;ILE-DE-FRANCE
44.1147858709,1.4782409859;68.4575;TERMINAL MIDI-PYRENEES SAS;REALVILLE;82;82440;;;;;Non soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=68&champEtablNumero=4575;Valeur Initiale;82149;CC du Quercy Caussadais;TARN-ET-GARONNE;OCCITANIE
43.4801685307,5.22932433753;64.978;BUTAGAZ  SAS;ROGNAC;13;13340;;54209557500339;S;Autorisation avec servitudes;Non soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=64&champEtablNumero=978;Valeur Initiale;13081;;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE D'AZUR
45.3365395339,4.79736412079;61.3188;HLOG;SALAISE SUR SANNE;38;38150;;;S;Autorisation avec servitudes;Non soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=61&champEtablNumero=3188;Coordonnées précises;38468;CC Entre Bièvre et Rhône;ISERE;AUVERGNE-RHONE-ALPES
49.1434003078,6.70825674174;62.4888;TPF;ST AVOLD;57;57500;20.16Z;42889111300063;S;Autorisation avec servitudes;Soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=62&champEtablNumero=4888;Coordonnées précises;57606;CA Saint-Avold Synergie;MOSELLE;GRAND EST
50.9671473699,1.89922220852;70.882;SYNTHEXIM (site des Dunes);CALAIS;62;62100;21.20Z;41444299600024;A;Autorisation;Soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=70&champEtablNumero=882;Coordonnées précises;62193;CA du Calaisis;PAS-DE-CALAIS;HAUTS-DE-FRANCE
49.1849536155,-0.324401871342;53.417;BOLLORE ENERGIE ex LCN -;MONDEVILLE;14;14120;;352120802;A;Autorisation;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=53&champEtablNumero=417;Coordonnées précises;14437;CU Caen la Mer;CALVADOS;NORMANDIE
49.0471399079,2.14267781099;65.6046;AMPERE INDUSTRIE;ST OUEN L AUMONE;95;95066;;378203355;S;Autorisation avec servitudes;Non soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=65&champEtablNumero=6046;Coordonnées précises;95572;CA de Cergy-Pontoise;VAL-D'OISE;ILE-DE-FRANCE
50.5301931123,2.56880337696;70.985;CRODA CHOCQUES SAS;CHOCQUES;62;62920;20.59Z;34818173600011;S;Autorisation avec servitudes;Soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=70&champEtablNumero=985;Coordonnées précises;62479;CA de Béthune-Bruay, Artois-Lys Romane;PAS-DE-CALAIS;HAUTS-DE-FRANCE
47.7892907939,7.51927144791;67.471;BOREALIS PEC RHIN;OTTMARSHEIM;68;68490;20.15Z;94675098100015;S;Autorisation avec servitudes;Soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=67&champEtablNumero=471;Coordonnées précises;68253;CA Mulhouse Alsace Agglomération;HAUT-RHIN;GRAND EST
49.3488107882,1.11507602306;58.345;TOYO INK EUROPE SPECIALTY CHEMICALS S.A;OISSEL;76;76350;20.12Z;38931619100037;A;Autorisation;Soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=58&champEtablNumero=345;Adresse postale;76484;Métropole Rouen Normandie;SEINE-MARITIME;NORMANDIE
47.7551454089,7.3040532972;67.678;RHODIA Opérations;MULHOUSE;68;68050;;41026945000061;;;Soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=67&champEtablNumero=678;Coordonnées précises;68224;CA Mulhouse Alsace Agglomération;HAUT-RHIN;GRAND EST
47.7707619019,-0.26809698651;63.1388;ALSETEX SAE (Groupe LACROIX);PRECIGNE;72;72300;25.40Z;77733552200036;S;Autorisation avec servitudes;Non soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=63&champEtablNumero=1388;Coordonnées précises;72244;CC de Sablé-sur-Sarthe;SARTHE;PAYS DE LA LOIRE
43.6347501395,3.41296663401;66.5041;SYSTEME U;CLERMONT L HERAULT;34;34800;;;A;Autorisation;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=66&champEtablNumero=5041;Centroïde Commune;34079;CC du Clermontais;HERAULT;OCCITANIE
48.9737123398,2.16120981459;65.6939;SIAAP;ACHERES;78;78260;;;S;Autorisation avec servitudes;Soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=65&champEtablNumero=6939;Coordonnées précises;78551;CA Saint-Germain Boucles de Seine;YVELINES;ILE-DE-FRANCE
47.4023439449,5.32685077592;54.1627;DIJON CEREALES-mirebeau;MIREBEAU SUR BEZE;21;21310;;;A;Autorisation;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=54&champEtablNumero=1627;Valeur Initiale;21416;CC Mirebellois et Fontenois;COTE-D'OR;BOURGOGNE-FRANCHE-COMTE
44.8828982474,0.250445598378;52.71;SAS BREZAC Artifices;LE FLEIX;24;24130;93.29Z;35320856400016;S;Autorisation avec servitudes;Non soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=52&champEtablNumero=71;Coordonnées précises;24182;CA Bergeracoise;DORDOGNE;NOUVELLE-AQUITAINE
43.9152534328,1.90737679055;68.2267;SA PIERRE FABRE MEDICAMENT;GAILLAC;81;81600;21.20Z;32611850200136;A;Autorisation;Soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=68&champEtablNumero=2267;Coordonnées précises;81099;CA Gaillac-Graulhet;TARN;OCCITANIE
43.9033661227,4.70174578009;66.432;SANOFI-CHIMIE;ARAMON;30;30390;;59203287400105;S;Autorisation avec servitudes;Soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=66&champEtablNumero=432;Coordonnées précises;30012;CC du Pont du Gard;GARD;OCCITANIE
51.0109371584,2.15623333108;70.635;BEFESA  VALERA SAS;GRAVELINES;59;59820;;38903378800024;S;Autorisation avec servitudes;Non soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=70&champEtablNumero=635;Coordonnées précises;59273;CU de Dunkerque;NORD;HAUTS-DE-FRANCE
48.9739858667,1.79438376935;65.3288;TOTAL RAFFINAGE FRANCE;GARGENVILLE;78;78440;;542034921;S;Autorisation avec servitudes;Non soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=65&champEtablNumero=3288;Coordonnées précises;78314;CU Grand Paris Seine et Oise;YVELINES;ILE-DE-FRANCE
47.3074887731,-2.11915869377;63.918;YARA FRANCE;MONTOIR DE BRETAGNE;44;44550;20.15Z;62204242200593;A;Autorisation;Soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=63&champEtablNumero=918;Coordonnées précises;44103;CA de la Région Nazairienne et de l'Estuaire (Carene);LOIRE-ATLANTIQUE;PAYS DE LA LOIRE
47.2203347449,0.901175485114;100.778;AGRIAL CENTRE APPRO;REIGNAC SUR INDRE;37;37310;46.21Z;42861171900017;A;Autorisation;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=100&champEtablNumero=778;Coordonnées précises;37192;CC Loches Sud Touraine;INDRE-ET-LOIRE;CENTRE-VAL DE LOIRE
49.9330500697,2.27125961214;51.1919;BRENNTAG PICARDIE;AMIENS;80;80000;;59880018300025;S;Autorisation avec servitudes;Non soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=51&champEtablNumero=1919;Coordonnées précises;80021;CA Amiens Métropole;SOMME;HAUTS-DE-FRANCE
48.2355795471,4.07851341255;57.3058;PROLOGIS FRANCE LXI;ST LEGER PRES TROYES;10;10800;;;;;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=57&champEtablNumero=3058;Valeur Initiale;10344;CA Troyes Champagne Métropole;AUBE;GRAND EST
44.7449673218,4.7971300084;61.2603;ANTARGAZ;LORIOL SUR DROME;26;26270;46.71Z;57212604300684;A;Autorisation;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=61&champEtablNumero=2603;Coordonnées précises;26166;CC du Val de Drôme;DROME;AUVERGNE-RHONE-ALPES
50.2979305672,2.82820858915;70.483;CECA SA;ST LAURENT BLANGY;62;62051;20.14Z;77572802500336;S;Autorisation avec servitudes;Soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=70&champEtablNumero=483;Coordonnées précises;62331;CU d'Arras;PAS-DE-CALAIS;HAUTS-DE-FRANCE
