geo_point_2d;Numéro ID inspection;Nom de l'installation;Commune;Code Département;Code Postal;Code NAF;SIRET;Code Régime;Libellé Régime;Directive IPPC;Code Seveso;Statut Seveso;Code Famille;Libellé Famille;Fiche URL du site;Précision des coordonnées;Code INSEE;EPCI;Département;Région
49.672618791,0.905770252156;58.2024;LEPICARD AGRICULTURE YERVILLE;YERVILLE;76;76760;46.21Z;97708003500016;S;Autorisation avec servitudes;Non soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=58&champEtablNumero=2024;Adresse postale;76752;CC Plateau de Caux-Doudeville-Yerville;SEINE-MARITIME;NORMANDIE
49.2246205602,-1.09908856806;53.1514;KMG ULTRA PURE CHEMICALS;ST FROMOND;50;50620;20.59Z;32334697300023;S;Autorisation avec servitudes;Soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=53&champEtablNumero=1514;Coordonnées précises;50468;CA Saint-Lô Agglo;MANCHE;NORMANDIE
45.6572294714,5.05510410627;61.8117;LAMBERT ET VALETTE / GROUPE HEPPNER;GRENAY;38;38540;52.29B;95751445800265;A;Autorisation;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=61&champEtablNumero=8117;Adresse postale;69289;CC de l'Est Lyonnais (Ccel);RHONE;AUVERGNE-RHONE-ALPES
46.169819703,-1.20612459116;72.7324;SDLP;LA ROCHELLE;17;17000;52.10B;38498990100010;S;Autorisation avec servitudes;Non soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=72&champEtablNumero=7324;Coordonnées précises;17300;CA de la Rochelle;CHARENTE-MARITIME;NOUVELLE-AQUITAINE
50.2866725132,3.33615417641;70.1026;SNCZ;BOUCHAIN;59;59111;20.13B;33057588700014;S;Autorisation avec servitudes;Non soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=70&champEtablNumero=1026;Coordonnées précises;59429;CA de la Porte du Hainaut;NORD;HAUTS-DE-FRANCE
45.2883886781,5.62209299157;61.3274;AIR LIQUIDE FRANCE INDUSTRIE;VOREPPE;38;38340;;;A;Autorisation;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=61&champEtablNumero=3274;Coordonnées précises;38565;CA du Pays Voironnais;ISERE;AUVERGNE-RHONE-ALPES
43.3840258084,-0.604141775902;52.4836;CEREXAGRI SA;MOURENX;64;64150;20.20Z;56980498200381;S;Autorisation avec servitudes;Soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=52&champEtablNumero=4836;Coordonnées précises;64410;CC de Lacq-Orthez;PYRENEES-ATLANTIQUES;NOUVELLE-AQUITAINE
47.9268378528,0.192201977031;63.967;BUTAGAZ SAS;ARNAGE;72;72230;;54209557500859;S;Autorisation avec servitudes;Non soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=63&champEtablNumero=967;Coordonnées précises;72008;CU Le Mans Métropole;SARTHE;PAYS DE LA LOIRE
45.6816487771,-0.182477878028;72.5679;LOUIS ROYER  SAS;JARNAC;16;16200;11.01Z;90552017700015;A;Autorisation;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=72&champEtablNumero=5679;Coordonnées précises;16167;CA du Grand Cognac;CHARENTE;NOUVELLE-AQUITAINE
43.5037664032,5.18607143792;64.1008;COMPAGNIE PETROCHIMIQUE DE BERRE SAS;BERRE L ETANG;13;13130;20.14Z;39440012100072;S;Autorisation avec servitudes;Soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=64&champEtablNumero=1008;Valeur Initiale;13014;;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE D'AZUR
49.0640887355,2.01683015833;65.1825;PANHARD DEVELOPPEMENT;PUISEUX PONTOISE;95;95650;;;A;Autorisation;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=65&champEtablNumero=18250;Centroïde Commune;95510;CA de Cergy-Pontoise;VAL-D'OISE;ILE-DE-FRANCE
49.419761032,4.28329059169;57.3088;Cooperative Agricole de Juniville;LE CHATELET SUR RETOURNE;08;8300;52.10B;30270146100220;A;Autorisation;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=57&champEtablNumero=3088;Coordonnées précises;08111;CC du Pays Rethélois;ARDENNES;GRAND EST
44.888778013,4.86211373446;61.266;LABORATOIRE OXENA;PORTES LES VALENCE;26;26800;20.41Z;80029143700021;A;Autorisation;Soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=61&champEtablNumero=2660;Coordonnées précises;26252;CA Valence Romans Agglo;DROME;AUVERGNE-RHONE-ALPES
47.2000464914,-1.63775033594;63.164;BRENNTAG;ST HERBLAIN;44;44800;46.75Z;70980178100291;S;Autorisation avec servitudes;Non soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=63&champEtablNumero=1640;Coordonnées précises;44162;Nantes Métropole;LOIRE-ATLANTIQUE;PAYS DE LA LOIRE
43.7702673956,1.67349350493;68.262;BRENNTAG SA;ST SULPICE;81;81370;46.75Z;70980178100333;A;Autorisation;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=68&champEtablNumero=2620;Valeur Initiale;81271;CC Tarn-Agout;TARN;OCCITANIE
45.8926427881,4.81282371012;61.4;BASF AGRI-PRODUCTION;GENAY;69;69726;;343979092;S;Autorisation avec servitudes;Non soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=61&champEtablNumero=4000;Coordonnées précises;69278;Métropole de LYON;RHONE;AUVERGNE-RHONE-ALPES
44.994097133,-0.852976110392;52.118;SAFRAN SME;STE HELENE;33;33480;20.51Z;44051305900046;S;Autorisation avec servitudes;Non soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=52&champEtablNumero=1180;Coordonnées précises;33417;CC Médullienne;GIRONDE;NOUVELLE-AQUITAINE
45.2925087912,5.62504393455;61.3282;STEPAN EUROPE;VOREPPE;38;38340;20.41Z;5850332700015;S;Autorisation avec servitudes;Soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=61&champEtablNumero=3282;Coordonnées précises;38565;CA du Pays Voironnais;ISERE;AUVERGNE-RHONE-ALPES
45.8353116431,5.27526674105;101.232;CARREFOUR SUPPLY CHAIN;ST VULBAS;01;1150;;54682014300184;A;Autorisation;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=101&champEtablNumero=232;Adresse postale;01390;CC de la Plaine de l'Ain;AIN;AUVERGNE-RHONE-ALPES
48.2339223154,1.03520056265;100.12;CMS HIGH-TECH;LUIGNY;28;28480;20.30Z;38408141000035;A;Autorisation;Soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=100&champEtablNumero=120;Coordonnées précises;28219;CC du Perche;EURE-ET-LOIR;CENTRE-VAL DE LOIRE
45.5746628894,4.9132665385;61.326;TOTAL FRANCE;VILLETTE DE VIENNE;38;38200;;;A;Autorisation;Non soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=61&champEtablNumero=3260;Coordonnées précises;38558;CA Vienne Condrieu;ISERE;AUVERGNE-RHONE-ALPES
45.3425347308,4.79195086224;61.319;TREDI SALAISE;ST MAURICE L EXIL;38;38556;38.22Z;33818576200071;S;Autorisation avec servitudes;Soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=61&champEtablNumero=3190;Coordonnées précises;38468;CC Entre Bièvre et Rhône;ISERE;AUVERGNE-RHONE-ALPES
49.1101967774,6.18601892667;62.154;UNION FERTILOR;METZ;57;57050;52.10B;32045990200039;A;Autorisation;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=62&champEtablNumero=1540;Centroïde Commune;57463;Metz Métropole;MOSELLE;GRAND EST
48.6640751527,7.76147293312;67.5769;WAGRAM TERMINAL SAS;REICHSTETT;67;67116;;;S;Autorisation avec servitudes;Non soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=67&champEtablNumero=5769;Coordonnées précises;67389;Eurométropole de Strasbourg;BAS-RHIN;GRAND EST
50.4482764072,2.85385857391;70.671;ARKEMA (Atofina);LOISON SOUS LENS;62;62218;20.14Z;31963279000493;;;Soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=70&champEtablNumero=671;Coordonnées précises;62523;CA de Lens - Liévin;PAS-DE-CALAIS;HAUTS-DE-FRANCE
48.8300336442,3.54898791928;57.1409;LUNDIN VPU 010 CL;MONTMIRAIL;51;51210;;;A;Autorisation;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=57&champEtablNumero=1409;Coordonnées précises;51380;CC de la Brie Champenoise;MARNE;GRAND EST
47.6600097947,7.01226529303;128.98;PROLOGIS FRANCE L;FONTAINE;90;90150;;;;;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=128&champEtablNumero=98;Valeur Initiale;90047;CA Grand Belfort;TERRITOIRE DE BELFORT;BOURGOGNE-FRANCHE-COMTE
48.7859263345,2.41309231746;65.6554;EFR FRANCE;VITRY SUR SEINE;94;94400;47.78B;43979381100050;S;Autorisation avec servitudes;Non soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=65&champEtablNumero=6554;Coordonnées précises;94081;Métropole du Grand Paris;VAL-DE-MARNE;ILE-DE-FRANCE
46.7575063298,4.44470867847;54.1236;BRENNTAG BOURGOGNE;TORCY;71;71210;;709801781;A;Autorisation;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=54&champEtablNumero=1236;Valeur Initiale;71540;CU Le Creusot Montceau-les-Mines;SAONE-ET-LOIRE;BOURGOGNE-FRANCHE-COMTE
44.7765891553,-0.665015245463;52.642;PRODEC METAL - Canejan;CANEJAN;33;33610;;47220047600035;;;Soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=52&champEtablNumero=642;Coordonnées précises;33090;CC Jalle-Eau-Bourde;GIRONDE;NOUVELLE-AQUITAINE
47.3971655188,1.95670787675;100.5409;MAXAM - EXCIA;LA FERTE IMBAULT;41;41300;20.51Z;41834873600038;S;Autorisation avec servitudes;Non soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=100&champEtablNumero=5409;Coordonnées précises;41084;CC de la Sologne des Rivières;LOIR-ET-CHER;CENTRE-VAL DE LOIRE
47.0710589369,2.42435392162;100.9037;NEXTER MUNITIONS;BOURGES;18;18023;;339946469;S;Autorisation avec servitudes;Non soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=100&champEtablNumero=9037;Adresse postale;18033;CA Bourges Plus;CHER;CENTRE-VAL DE LOIRE
48.7630922197,7.9014428972;67.414;TOTAL PETROCHEMICALS FRANCE Oberhoffen;ROHRWILLER;67;67410;20.16Z;42889111300063;S;Autorisation avec servitudes;Non soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=67&champEtablNumero=414;Coordonnées précises;67345;CA de Haguenau;BAS-RHIN;GRAND EST
48.7414829472,2.78492802367;65.2803;BRENNTAG;TOURNAN EN BRIE;77;77220;46.75Z;70980178100010;S;Autorisation avec servitudes;Non soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=65&champEtablNumero=2803;Centroïde Commune;77470;CC Les Portes Briardes entre Villes et Forêts;SEINE-ET-MARNE;ILE-DE-FRANCE
45.0499659888,3.09968045372;56.157;GRDF;ST FLOUR;15;15100;35.22Z;44478651100022;A;Autorisation;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=56&champEtablNumero=157;Coordonnées précises;15187;CC de Saint-Flour;CANTAL;AUVERGNE-RHONE-ALPES
46.0013669704,4.72476900144;61.3549;QUARON;ARNAS;69;69400;46.75Z;30125287000201;S;Autorisation avec servitudes;Non soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=61&champEtablNumero=3549;Coordonnées précises;69013;CA Villefranche Beaujolais Saône;RHONE;AUVERGNE-RHONE-ALPES
49.1404361542,6.72815575226;62.6659;ARKEMA;ST AVOLD;57;57500;20.14Z;31963279000543;S;Autorisation avec servitudes;Soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=62&champEtablNumero=6659;Coordonnées précises;57606;CA Saint-Avold Synergie;MOSELLE;GRAND EST
42.6941128812,2.89773595834;66.3309;FLUIDRA COMMERCIAL FRANCE;PERPIGNAN;66;66000;47.52B;30030029000172;A;Autorisation;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=66&champEtablNumero=3309;Centroïde Commune;66136;CU Perpignan Méditerranée Métropole;PYRENEES-ORIENTALES;OCCITANIE
44.8807526842,-0.363256298749;52.5783;CIC;BEYCHAC ET CAILLAU;33;33750;46.75Z;315066811;A;Autorisation;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=52&champEtablNumero=5783;Coordonnées précises;33049;CC du Secteur de Saint-Loubès;GIRONDE;NOUVELLE-AQUITAINE
49.2839239991,2.50863445313;51.1667;ROHM AND HAAS FRANCE SA;VILLERS ST PAUL;60;60870;;55201279100018;A;Autorisation;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=51&champEtablNumero=1667;Coordonnées précises;60684;CA Creil Sud Oise;OISE;HAUTS-DE-FRANCE
47.0424199036,2.29160576302;100.3876;NEXTER MUNITIONS;LA CHAPELLE ST URSIN;18;18570;25.40Z;33994646900063;S;Autorisation avec servitudes;Soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=100&champEtablNumero=3876;Coordonnées précises;18157;CA Bourges Plus;CHER;CENTRE-VAL DE LOIRE
48.8515800138,2.53121608485;74.6572;VEOLIA EAU IDF EX CGE;NOISY LE GRAND;93;93160;36.00Z;57202552610218;A;Autorisation;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=74&champEtablNumero=6572;Adresse postale;93051;Métropole du Grand Paris;SEINE-SAINT-DENIS;ILE-DE-FRANCE
49.1376505278,5.31604650994;62.938;INEOS ENTERPRISES FRANCE SAS;VERDUN;55;55100;20.59Z;43767323900012;S;Autorisation avec servitudes;Soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=62&champEtablNumero=938;Coordonnées précises;55545;CA du Grand Verdun;MEUSE;GRAND EST
50.5124675515,2.83379552747;70.5745;PROLOGIS FRANCE LXXII E.U.R.L.;DOUVRIN;62;62138;;;A;Autorisation;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=70&champEtablNumero=5745;Centroïde Commune;62276;CA de Béthune-Bruay, Artois-Lys Romane;PAS-DE-CALAIS;HAUTS-DE-FRANCE
48.4254997489,0.767026704376;53.2298;BFC;BELLOU SUR HUISNE;61;61110;20.41Z;40846884100015;A;Autorisation;Soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=53&champEtablNumero=2298;Coordonnées précises;61345;CC Coeur du Perche;ORNE;NORMANDIE
43.0236074985,3.05477452201;66.261;FRANGAZ;PORT LA NOUVELLE;11;11210;;54203432708126;S;Autorisation avec servitudes;Non soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=66&champEtablNumero=261;Coordonnées précises;11266;CA Le Grand Narbonne;AUDE;OCCITANIE
47.9825678063,3.740810955;54.1055;Compagnie des Gaz de Pétrole PRIMAGAZ;CHEU;89;89600;;54208445400579;S;Autorisation avec servitudes;Non soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=54&champEtablNumero=1055;Coordonnées précises;89101;CC Serein et Armance;YONNE;BOURGOGNE-FRANCHE-COMTE
48.3860431159,2.96936813458;65.1923;BUTAGAZ SAS;MONTEREAU FAULT YONNE;77;77130;;42821890300014;A;Autorisation;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=65&champEtablNumero=1923;Coordonnées précises;77305;CC Pays de Montereau;SEINE-ET-MARNE;ILE-DE-FRANCE
48.9466874573,2.31224024255;65.6332;RUBIS TERMINAL;VILLENEUVE LA GARENNE;92;92390;;54850222800305;;;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=65&champEtablNumero=6332;Coordonnées précises;92078;Métropole du Grand Paris;HAUTS-DE-SEINE;ILE-DE-FRANCE
45.6293933547,6.31212734466;61.4396;FINAGAZ (ex TOTALGAZ);FRONTENEX;73;73460;46.71Z;58201896600108;S;Autorisation avec servitudes;Non soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=61&champEtablNumero=4396;Coordonnées précises;73121;CA Arlysère;SAVOIE;AUVERGNE-RHONE-ALPES
48.8070551902,0.706390863949;58.449;AREVA NP;RUGLES;27;27250;24.45Z;428764500;A;Autorisation;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=58&champEtablNumero=449;Adresse postale;27502;CC Interco Normandie Sud Eure;EURE;NORMANDIE
